#proteinId	gotermId	goName	gotermType	goAcc
563448	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
563448	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
563448	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
563448	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
563448	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
563448	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
563448	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
563448	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
563448	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
563474	3827	intracellular	cellular_component	GO:0005622
563474	5939	zinc ion binding	molecular_function	GO:0008270
563499	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
563499	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
563499	6124	glycogenin glucosyltransferase activity	molecular_function	GO:0008466
563535	2290	catalytic activity	molecular_function	GO:0003824
563535	5830	metabolic process	biological_process	GO:0008152
563535	23413	o-pyrocatechuate decarboxylase activity	molecular_function	GO:0050150
563537	2290	catalytic activity	molecular_function	GO:0003824
563537	22145	cellobiose dehydrogenase (acceptor) activity	molecular_function	GO:0047735
563585	3727	protein binding	molecular_function	GO:0005515
563585	22009	7-dehydrocholesterol reductase activity	molecular_function	GO:0047598
563605	2196	transcription factor activity	molecular_function	GO:0003700
563605	3838	nucleus	cellular_component	GO:0005634
563605	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
563605	5939	zinc ion binding	molecular_function	GO:0008270
563605	22159	cholestenol delta-isomerase activity	molecular_function	GO:0047750
563624	2290	catalytic activity	molecular_function	GO:0003824
563624	4143	carbohydrate metabolic process	biological_process	GO:0005975
563624	13135	carbohydrate binding	molecular_function	GO:0030246
563624	10032	carbon-oxygen lyase activity, acting on polysaccharides	molecular_function	GO:0016837
563627	9710	oxidoreductase activity	molecular_function	GO:0016491
563627	23919	FAD binding	molecular_function	GO:0050660
563627	2290	catalytic activity	molecular_function	GO:0003824
563627	11420	cytokinin dehydrogenase activity	molecular_function	GO:0019139
563638	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
563638	4143	carbohydrate metabolic process	biological_process	GO:0005975
563659	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
563659	6276	carbohydrate transport	biological_process	GO:0008643
563659	9320	membrane	cellular_component	GO:0016020
563659	3546	transporter activity	molecular_function	GO:0005215
563659	4927	transport	biological_process	GO:0006810
563659	9321	integral to membrane	cellular_component	GO:0016021
563678	2290	catalytic activity	molecular_function	GO:0003824
563678	6151	mannan endo-1,6-alpha-mannosidase activity	molecular_function	GO:0008496
563679	2888	monooxygenase activity	molecular_function	GO:0004497
563679	4283	electron transport	biological_process	GO:0006118
563679	4851	aromatic compound metabolic process	biological_process	GO:0006725
563679	5830	metabolic process	biological_process	GO:0008152
563679	9710	oxidoreductase activity	molecular_function	GO:0016491
563679	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
563712	3052	protein kinase CK2 activity	molecular_function	GO:0004682
563727	3148	thiamin diphosphokinase activity	molecular_function	GO:0004788
563727	4890	thiamin metabolic process	biological_process	GO:0006772
563727	3736	ATP binding	molecular_function	GO:0005524
563727	6834	thiamin diphosphate biosynthetic process	biological_process	GO:0009229
563749	2976	peroxidase activity	molecular_function	GO:0004601
563749	4283	electron transport	biological_process	GO:0006118
563749	5077	response to oxidative stress	biological_process	GO:0006979
563749	12251	heme binding	molecular_function	GO:0020037
563749	9890	L-ascorbate peroxidase activity	molecular_function	GO:0016688
563759	2632	pepsin A activity	molecular_function	GO:0004194
563759	4639	proteolysis	biological_process	GO:0006508
563759	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
563821	6503	glycerate kinase activity	molecular_function	GO:0008887
563821	14229	organic acid phosphorylation	biological_process	GO:0031388
563825	2463	adenylosuccinate synthase activity	molecular_function	GO:0004019
563830	4977	amino acid transport	biological_process	GO:0006865
563830	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
563830	9320	membrane	cellular_component	GO:0016020
563830	4927	transport	biological_process	GO:0006810
563865	9985	hydrolase activity	molecular_function	GO:0016787
563865	6771	nucleotide catabolic process	biological_process	GO:0009166
563865	5923	5'-nucleotidase activity	molecular_function	GO:0008253
563865	10329	IMP-GMP specific 5'-nucleotidase activity	molecular_function	GO:0017175
563872	6351	alkanesulfonate monooxygenase activity	molecular_function	GO:0008726
563906	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
563906	4618	protein amino acid glycosylation	biological_process	GO:0006486
563906	9320	membrane	cellular_component	GO:0016020
563906	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
563906	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
563906	45	mannosyltransferase activity	molecular_function	GO:0000030
563906	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
563906	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
563906	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
563906	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
563906	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
563906	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
563906	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
563906	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
563906	6042	galactosyltransferase activity	molecular_function	GO:0008378
563906	6077	fucosyltransferase activity	molecular_function	GO:0008417
563906	6376	O antigen polymerase activity	molecular_function	GO:0008755
563906	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
563906	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
563906	9958	cellulose synthase activity	molecular_function	GO:0016759
563906	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
563906	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
563906	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
563906	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
563906	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
563906	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
563906	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
563906	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
563906	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
563906	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
563906	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
563906	20962	glucosyltransferase activity	molecular_function	GO:0046527
563906	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
563906	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
563923	150	ubiquitin ligase complex	cellular_component	GO:0000151
563923	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
563923	9776	protein ubiquitination	biological_process	GO:0016567
563923	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
563923	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
563923	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
563923	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
563954	5830	metabolic process	biological_process	GO:0008152
563954	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
563954	24535	NAD binding	molecular_function	GO:0051287
563954	22441	cofactor binding	molecular_function	GO:0048037
563954	6489	gluconate 2-dehydrogenase activity	molecular_function	GO:0008873
563954	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
564001	4639	proteolysis	biological_process	GO:0006508
564001	5908	serine-type peptidase activity	molecular_function	GO:0008236
564001	2684	acylaminoacyl-peptidase activity	molecular_function	GO:0004254
564021	4283	electron transport	biological_process	GO:0006118
564021	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
564021	9320	membrane	cellular_component	GO:0016020
564022	5830	metabolic process	biological_process	GO:0008152
564022	9710	oxidoreductase activity	molecular_function	GO:0016491
564022	21913	(+)-neomenthol dehydrogenase activity	molecular_function	GO:0047501
564047	3547	ion channel activity	molecular_function	GO:0005216
564047	4928	ion transport	biological_process	GO:0006811
564047	9320	membrane	cellular_component	GO:0016020
564048	19938	galactose oxidase activity	molecular_function	GO:0045480
564052	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
564052	23919	FAD binding	molecular_function	GO:0050660
564052	4234	alcohol metabolic process	biological_process	GO:0006066
564052	6431	choline dehydrogenase activity	molecular_function	GO:0008812
564068	13135	carbohydrate binding	molecular_function	GO:0030246
564068	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
564068	4143	carbohydrate metabolic process	biological_process	GO:0005975
564073	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
564073	3838	nucleus	cellular_component	GO:0005634
564073	4499	transcription	biological_process	GO:0006350
564095	6248	lipid biosynthetic process	biological_process	GO:0008610
564095	6444	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	GO:0008825
564154	3043	protein kinase activity	molecular_function	GO:0004672
564154	3736	ATP binding	molecular_function	GO:0005524
564154	4602	protein amino acid phosphorylation	biological_process	GO:0006468
564154	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
564154	3053	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
564166	5830	metabolic process	biological_process	GO:0008152
564166	9710	oxidoreductase activity	molecular_function	GO:0016491
564166	2474	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	GO:0004030
564181	2196	transcription factor activity	molecular_function	GO:0003700
564181	3838	nucleus	cellular_component	GO:0005634
564181	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
564181	19030	sequence-specific DNA binding	molecular_function	GO:0043565
564181	21401	protein dimerization activity	molecular_function	GO:0046983
564188	3546	transporter activity	molecular_function	GO:0005215
564188	4927	transport	biological_process	GO:0006810
564188	9320	membrane	cellular_component	GO:0016020
564205	2888	monooxygenase activity	molecular_function	GO:0004497
564205	3721	iron ion binding	molecular_function	GO:0005506
564205	4283	electron transport	biological_process	GO:0006118
564205	12251	heme binding	molecular_function	GO:0020037
564205	6060	sterol 14-demethylase activity	molecular_function	GO:0008398
564224	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
